panneaux;bilan_periode_kWh;besoin_batterie_utilisable_kWh;batteries;capacite_nominale_batteries_kWh;capacite_utilisable_batteries_kWh;cout_panneaux_EUR;cout_batteries_EUR;cout_total_EUR
489;215472.09746000002;881.9308000001183;525;1260.0;882.0;68293.74;236244.75;304538.49
490;215838.1946;879.7780000001367;524;1257.6;880.3199999999999;68433.4;235794.76;304228.16000000003
491;216204.29174000002;877.6252000000095;523;1255.2;878.64;68573.06;235344.77000000002;303917.83
492;216570.38888;875.4723999999987;522;1252.8;876.9599999999999;68712.72;234894.78;303607.5
493;216936.48602;873.3196000000462;520;1248.0;873.6;68852.38;233994.80000000002;302847.18000000005
494;217302.58316;871.1668000001519;519;1245.6;871.92;68992.04;233544.81;302536.85
495;217668.68029999998;869.0139999999956;518;1243.2;870.24;69131.7;233094.82;302226.52
496;218034.77744;866.8611999999848;516;1238.3999999999999;866.88;69271.36;232194.84;301466.2
497;218400.87458;864.7084000000032;515;1236.0;865.1999999999999;69411.02;231744.85;301155.87
498;218766.97172;862.5555999999924;514;1233.6;863.52;69550.68;231294.86000000002;300845.54000000004
499;219133.06886;860.4028000000108;513;1231.2;861.8399999999999;69690.34;230844.87;300535.20999999996
500;219499.16600000003;858.2499999999709;511;1226.3999999999999;858.48;69830.0;229944.89;299774.89
501;219865.26314;856.0972000000475;510;1224.0;856.8;69969.66;229494.9;299464.56
502;220231.36027999996;853.9444000000949;509;1221.6;855.12;70109.31999999999;229044.91;299154.23
503;220597.45742;851.7915999999095;508;1219.2;853.4399999999999;70248.98;228594.92;298843.9
504;220963.55456000002;849.6388000000152;506;1214.3999999999999;850.0799999999999;70388.64;227694.94;298083.58
505;221329.6517;847.4859999999462;505;1212.0;848.4;70528.3;227244.95;297773.25
506;221695.74884000001;845.3332000000519;504;1209.6;846.7199999999999;70667.95999999999;226794.96;297462.92
507;222061.84597999998;843.1803999999829;502;1204.8;843.36;70807.62;225894.98;296702.6
508;222427.94312;841.0276000000304;501;1202.3999999999999;841.68;70947.28;225444.99;296392.27
509;222794.04025999998;838.8747999999905;500;1200.0;840.0;71086.94;224995.0;296081.94
510;223160.1374;836.722000000067;499;1197.6;838.3199999999999;71226.59999999999;224545.01;295771.61
511;223526.23454;834.5692000001436;497;1192.8;834.9599999999999;71366.26;223645.03;295011.29
512;223892.33168;832.4164000000455;496;1190.3999999999999;833.28;71505.92;223195.04;294700.96
513;224258.42882;830.2636000000057;495;1188.0;831.6;71645.58;222745.05000000002;294390.63
514;224624.52596;828.1108000000531;493;1183.2;828.24;71785.24;221845.07;293630.31
515;224990.6231;825.9580000000133;492;1180.8;826.56;71924.9;221395.08000000002;293319.98
516;225356.72024;823.8052000001189;491;1178.3999999999999;824.88;72064.56;220945.09;293009.65
517;225722.81738000002;821.6524000000791;490;1176.0;823.1999999999999;72204.22;220495.1;292699.32
518;226088.91452;819.4996000000683;488;1171.2;819.8399999999999;72343.88;219595.12;291939.0
519;226455.01166;817.3468000000285;487;1168.8;818.16;72483.54;219145.13;291628.67
520;226821.1088;815.1939999999886;486;1166.3999999999999;816.48;72623.2;218695.14;291318.34
521;227187.20593999999;813.0412000000651;484;1161.6;813.12;72762.86;217795.16;290558.02
522;227553.30307999998;810.8884000000835;483;1159.2;811.4399999999999;72902.52;217345.17;290247.69
523;227919.40022;808.7356000001018;482;1156.8;809.76;73042.18;216895.18;289937.36
524;228285.49735999998;806.5828000000038;481;1154.3999999999999;808.0799999999999;73181.84;216445.19;289627.03
525;228651.5945;804.4300000001385;479;1149.6;804.7199999999999;73321.5;215545.21;288866.70999999996
526;229017.69164;802.2772000000987;478;1147.2;803.04;73461.16;215095.22;288556.38
527;229383.78878;800.1243999999715;477;1144.8;801.36;73600.81999999999;214645.23;288246.05
528;229749.88592;797.971600000019;475;1140.0;798.0;73740.48;213745.25;287485.73
529;230115.98306;795.8188000000664;474;1137.6;796.3199999999999;73880.14;213295.26;287175.4
530;230482.0802;793.6659999999974;473;1135.2;794.64;74019.8;212845.27000000002;286865.07
531;230848.17734;791.5132000000158;472;1132.8;792.9599999999999;74159.45999999999;212395.28;286554.74
532;231214.27448;789.3604000000923;470;1128.0;789.6;74299.12;211495.30000000002;285794.42000000004
533;231580.37162;787.2076000000525;469;1125.6;787.92;74438.78;211045.31;285484.08999999997
534;231946.46876000002;785.0548000000999;468;1123.2;786.24;74578.44;210595.32;285173.76
535;232312.56590000002;782.9019999999146;467;1120.8;784.56;74718.09999999999;210145.33000000002;284863.43
536;232678.66303999998;780.7491999999911;465;1116.0;781.1999999999999;74857.76;209245.35;284103.11
537;233044.76018;778.5963999999512;464;1113.6;779.52;74997.42;208795.36000000002;283792.78
538;233410.85732;776.4435999999987;463;1111.2;777.8399999999999;75137.08;208345.37;283482.45
539;233776.95446;774.2908000001917;461;1106.3999999999999;774.48;75276.74;207445.39;282722.13
540;234143.0516;772.1380000000063;460;1104.0;772.8;75416.4;206995.4;282411.8
541;234509.14874000003;769.9852000000828;459;1101.6;771.12;75556.06;206545.41;282101.47
542;234875.24588;767.832400000043;458;1099.2;769.4399999999999;75695.72;206095.42;281791.14
543;235241.34301999997;765.6796000001777;456;1094.3999999999999;766.0799999999999;75835.38;205195.44;281030.82
544;235607.44016;763.5267999999633;455;1092.0;764.4;75975.04;204745.45;280720.49
545;235973.53730000003;761.3740000000398;454;1089.6;762.72;76114.7;204295.46;280410.16
546;236339.63444;759.2212000000873;452;1084.8;759.36;76254.36;203395.48;279649.84
547;236705.73158;757.0684000000183;451;1082.3999999999999;757.68;76394.02;202945.49;279339.51
548;237071.82872;754.9156000000658;450;1080.0;756.0;76533.68;202495.5;279029.18
549;237437.92586000002;752.7628000000841;449;1077.6;754.3199999999999;76673.34;202045.51;278718.85
550;237804.02300000002;750.6100000001024;447;1072.8;750.9599999999999;76813.0;201145.53;277958.53
551;238170.12014;748.4572000000335;446;1070.3999999999999;749.28;76952.66;200695.54;277648.2
552;238536.21728;746.3043999999645;445;1068.0;747.6;77092.31999999999;200245.55000000002;277337.87
553;238902.31442;744.1516000001575;443;1063.2;744.24;77231.98;199345.57;276577.55
554;239268.41155999998;741.9988000000012;442;1060.8;742.56;77371.64;198895.58000000002;276267.22000000003
555;239634.5087;739.8460000001942;441;1058.3999999999999;740.88;77511.3;198445.59;275956.89
556;240000.60583999997;737.6931999999506;440;1056.0;739.1999999999999;77650.95999999999;197995.6;275646.56
557;240366.70298;735.5404000002018;438;1051.2;735.8399999999999;77790.62;197095.62;274886.24
558;240732.80012;733.3876000000746;437;1048.8;734.16;77930.28;196645.63;274575.91000000003
559;241098.89726;732.1114000000525;436;1046.3999999999999;732.48;78069.94;196195.64;274265.58
560;241464.9944;730.8640000000305;436;1046.3999999999999;732.48;78209.59999999999;196195.64;274405.24
561;241831.09154;729.6166000000667;435;1044.0;730.8;78349.26;195745.65;274094.91
562;242197.18868000002;728.3692000000447;434;1041.6;729.12;78488.92;195295.66;273784.58
563;242563.28582;727.1217999999935;433;1039.2;727.4399999999999;78628.58;194845.67;273474.25
564;242929.38295999996;725.8743999999715;433;1039.2;727.4399999999999;78768.24;194845.67;273613.91000000003
565;243295.48010000002;724.6270000000077;432;1036.8;725.76;78907.9;194395.68;273303.57999999996
566;243661.57724;723.3796000000439;431;1034.3999999999999;724.0799999999999;79047.56;193945.69;272993.25
567;244027.67437999998;722.132200000051;430;1032.0;722.4;79187.22;193495.7;272682.92000000004
568;244393.77152;720.8847999999998;430;1032.0;722.4;79326.88;193495.7;272822.58
569;244759.86866;719.6374000000651;429;1029.6;720.72;79466.54;193045.71;272512.25
570;245125.96579999998;718.3900000000722;428;1027.2;719.04;79606.2;192595.72;272201.92
571;245492.06294;717.1426000000793;427;1024.8;717.36;79745.86;192145.73;271891.59
572;245858.16008;715.8952000000281;427;1024.8;717.36;79885.52;192145.73;272031.25
573;246224.25722;714.6478000000934;426;1022.4;715.68;80025.18;191695.74;271720.92
574;246590.35435999997;713.4004000000714;425;1020.0;714.0;80164.84;191245.75;271410.58999999997
575;246956.4515;712.1530000001076;424;1017.5999999999999;712.3199999999999;80304.5;190795.76;271100.26
576;247322.54864;710.9056000000273;424;1017.5999999999999;712.3199999999999;80444.16;190795.76;271239.92000000004
577;247688.64578;709.6582000000635;423;1015.1999999999999;710.64;80583.81999999999;190345.77;270929.58999999997
578;248054.74291999996;708.4108000000706;422;1012.8;708.9599999999999;80723.48;189895.78;270619.26
579;248420.84006000002;707.1634000000777;421;1010.4;707.28;80863.14;189445.79;270308.93
580;248786.9372;705.9160000000556;421;1010.4;707.28;81002.8;189445.79;270448.59
581;249153.03434;704.6757200000284;420;1008.0;705.6;81142.45999999999;188995.80000000002;270138.26
582;249519.13147999998;703.4578400000464;419;1005.5999999999999;703.92;81282.12;188545.81;269827.93
583;249885.22862;702.2399600000936;418;1003.1999999999999;702.24;81421.78;188095.82;269517.6
584;250251.32575999998;701.0220800000243;418;1003.1999999999999;702.24;81561.44;188095.82;269657.26
585;250617.4229;699.8042000001296;417;1000.8;700.56;81701.09999999999;187645.83000000002;269346.93
586;250983.52004000003;698.5863200000022;416;998.4;698.88;81840.76;187195.84;269036.6
587;251349.61718;697.3684400001075;416;998.4;698.88;81980.42;187195.84;269176.26
588;251715.71431999997;696.15055999998;415;996.0;697.1999999999999;82120.08;186745.85;268865.93
589;252081.81146000003;694.9326800001145;414;993.5999999999999;695.52;82259.74;186295.86000000002;268555.60000000003
590;252447.9086;693.7148000000743;413;991.1999999999999;693.8399999999999;82399.4;185845.87;268245.27
591;252814.00574;692.4969200000342;413;991.1999999999999;693.8399999999999;82539.06;185845.87;268384.93
592;253180.10288;691.2790400000231;412;988.8;692.16;82678.72;185395.88;268074.6
593;253546.20002000002;690.0611600000411;411;986.4;690.48;82818.38;184945.89;267764.27
594;253912.29716;688.8432800000592;411;986.4;690.48;82958.04;184945.89;267903.93
595;254278.39429999999;687.6254000000481;410;984.0;688.8;83097.7;184495.9;267593.6
