date_heure;Puissance Consume (kW);col 1 ;Vitesse du Vent (ms);col 2 ;power_kW_calculated Eolienne2;irradiance direct;irradiance difuse;irradiance total ;Puissance PV kW
04/06/2019 04:00;30;5244;5,244;27196;27,196;0;0;0;0
04/06/2019 05:00;30;5361;5,361;28249;28,249;0;0;0;0
04/06/2019 06:00;30;5551;5,551;29959;29,959;0;0,012;0,012;0,00216
04/06/2019 07:00;33;5642;5,642;30778;30,778;0;0,068;0,068;0,01224
04/06/2019 08:00;35;5774;5,774;31966;31,966;0,128;0,09;0,218;0,03924
04/06/2019 09:00;40;6151;6,151;36265;36,265;0,344;0,092;0,436;0,07848
04/06/2019 10:00;45;6642;6,642;43630;43,63;0,552;0,098;0,65;0,117
04/06/2019 11:00;50;7043;7,043;49602;49,602;0,71;0,108;0,818;0,14724
04/06/2019 12:00;45;7262;7,262;52668;52,668;0,812;0,117;0,929;0,16722
04/06/2019 13:00;40;7546;7,546;56644;56,644;0,869;0,119;0,988;0,17784
04/06/2019 14:00;35;7823;7,823;60522;60,522;0,865;0,117;0,982;0,17676
04/06/2019 15:00;36;8091;8,091;64547;64,547;0,795;0,112;0,907;0,16326
04/06/2019 16:00;36;8269;8,269;67573;67,573;0,654;0,107;0,761;0,13698
04/06/2019 17:00;36;8366;8,366;69222;69,222;0,468;0,102;0,57;0,1026
04/06/2019 18:00;35;8329;8,329;68593;68,593;0,239;0,103;0,342;0,06156
04/06/2019 19:00;40;8081;8,081;64377;64,377;0,056;0,093;0,149;0,02682
04/06/2019 20:00;47;7646;7,646;58044;58,044;0;0,05;0,05;0,009
04/06/2019 21:00;50;7304;7,304;53256;53,256;0;0,003;0,003;0,00054
04/06/2019 22:00;47;6838;6,838;46570;46,57;0;0;0;0
04/06/2019 23:00;40;6063;6,063;34945;34,945;0;0;0;0
05/06/2019 00:00;35;5290;5,29;27610;27,61;0;0;0;0
05/06/2019 01:00;28;4595;4,595;21760;21,76;0;0;0;0
05/06/2019 02:00;30;4209;4,209;18672;18,672;0;0;0;0
05/06/2019 03:00;30;3839;3,839;15873;15,873;0;0;0;0
05/06/2019 04:00;30;3578;3,578;14046;14,046;0;0;0;0
05/06/2019 05:00;30;3460;3,46;13220;13,22;0;0;0;0
05/06/2019 06:00;30;3499;3,499;13493;13,493;0;0,013;0,013;0,00234
05/06/2019 07:00;33;3699;3,699;14893;14,893;0;0,07;0,07;0,0126
05/06/2019 08:00;35;4245;4,245;18960;18,96;0,13;0,092;0,222;0,03996
05/06/2019 09:00;40;5000;5;25000;25;0,329;0,103;0,432;0,07776
05/06/2019 10:00;45;6055;6,055;34825;34,825;0,529;0,111;0,64;0,1152
05/06/2019 11:00;50;6961;6,961;48415;48,415;0,692;0,119;0,811;0,14598
05/06/2019 12:00;45;7395;7,395;54530;54,53;0,817;0,122;0,939;0,16902
05/06/2019 13:00;40;7463;7,463;55482;55,482;0,874;0,125;0,999;0,17982
05/06/2019 14:00;35;6942;6,942;48130;48,13;0,833;0,136;0,969;0,17442
05/06/2019 15:00;36;5297;5,297;27673;27,673;0,561;0,199;0,76;0,1368
05/06/2019 16:00;36;5634;5,634;30706;30,706;0,318;0,241;0,559;0,10062
05/06/2019 17:00;36;6821;6,821;46315;46,315;0,185;0,227;0,412;0,07416
05/06/2019 18:00;35;9518;9,518;90360;90,36;0,056;0,183;0,239;0,04302
05/06/2019 19:00;40;10381;10,381;100000;100;0,018;0,121;0,139;0,02502
05/06/2019 20:00;47;9462;9,462;89240;89,24;0;0,052;0,052;0,00936
05/06/2019 21:00;50;8769;8,769;76073;76,073;0;0,002;0,002;0,00036
05/06/2019 22:00;47;8336;8,336;68712;68,712;0;0;0;0
05/06/2019 23:00;40;7985;7,985;62790;62,79;0;0;0;0
06/06/2019 00:00;35;7641;7,641;57974;57,974;0;0;0;0
06/06/2019 01:00;28;7402;7,402;54628;54,628;0;0;0;0
06/06/2019 02:00;30;7060;7,06;49840;49,84;0;0;0;0
06/06/2019 03:00;30;6592;6,592;42880;42,88;0;0;0;0
06/06/2019 04:00;30;6090;6,09;35350;35,35;0;0;0;0
06/06/2019 05:00;30;5851;5,851;32659;32,659;0;0;0;0
06/06/2019 06:00;30;5660;5,66;30940;30,94;0;0,013;0,013;0,00234
06/06/2019 07:00;33;5218;5,218;26962;26,962;0;0,068;0,068;0,01224
06/06/2019 08:00;35;4967;4,967;24736;24,736;0,137;0,085;0,222;0,03996
06/06/2019 09:00;40;4246;4,246;18968;18,968;0,358;0,088;0,446;0,08028
06/06/2019 10:00;45;3434;3,434;13038;13,038;0,566;0,095;0,661;0,11898
06/06/2019 11:00;50;2550;2,55;7750;7,75;0,743;0,101;0,844;0,15192
06/06/2019 12:00;45;2997;2,997;9985;9,985;0,835;0,115;0,95;0,171
06/06/2019 13:00;40;4718;4,718;22744;22,744;0,807;0,141;0,948;0,17064
06/06/2019 14:00;35;5941;5,941;33469;33,469;0,714;0,167;0,881;0,15858
06/06/2019 15:00;36;6870;6,87;47050;47,05;0,643;0,166;0,809;0,14562
06/06/2019 16:00;36;7405;7,405;54670;54,67;0,47;0,177;0,647;0,11646
06/06/2019 17:00;36;7729;7,729;59206;59,206;0,326;0,162;0,488;0,08784
06/06/2019 18:00;35;7977;7,977;62678;62,678;0,208;0,124;0,332;0,05976
06/06/2019 19:00;40;8084;8,084;64428;64,428;0,052;0,102;0,154;0,02772
06/06/2019 20:00;47;7885;7,885;61390;61,39;0;0,052;0,052;0,00936
06/06/2019 21:00;50;7569;7,569;56966;56,966;0;0,002;0,002;0,00036
06/06/2019 22:00;47;7249;7,249;52486;52,486;0;0;0;0
06/06/2019 23:00;40;6961;6,961;48415;48,415;0;0;0;0
07/06/2019 00:00;35;6856;6,856;46840;46,84;0;0;0;0
07/06/2019 01:00;28;6840;6,84;46600;46,6;0;0;0;0
07/06/2019 02:00;30;6869;6,869;47035;47,035;0;0;0;0
07/06/2019 03:00;30;6870;6,87;47050;47,05;0;0;0;0
07/06/2019 04:00;30;6812;6,812;46180;46,18;0;0;0;0
07/06/2019 05:00;30;6675;6,675;44125;44,125;0;0;0;0
07/06/2019 06:00;30;6495;6,495;41425;41,425;0;0,014;0,014;0,00252
07/06/2019 07:00;33;6282;6,282;38230;38,23;0;0,069;0,069;0,01242
07/06/2019 08:00;35;6499;6,499;41485;41,485;0,14;0,085;0,225;0,0405
07/06/2019 09:00;40;6498;6,498;41470;41,47;0,353;0,091;0,444;0,07992
07/06/2019 10:00;45;6187;6,187;36805;36,805;0,558;0,099;0,657;0,11826
07/06/2019 11:00;50;5875;5,875;32875;32,875;0,705;0,114;0,819;0,14742
07/06/2019 12:00;45;5483;5,483;29347;29,347;0,758;0,138;0,896;0,16128
07/06/2019 13:00;40;5597;5,597;30373;30,373;0,763;0,158;0,921;0,16578
07/06/2019 14:00;35;5334;5,334;28006;28,006;0,642;0,196;0,838;0,15084
07/06/2019 15:00;36;4770;4,77;23160;23,16;0,473;0,231;0,704;0,12672
07/06/2019 16:00;36;4914;4,914;24312;24,312;0,307;0,243;0,55;0,099
07/06/2019 17:00;36;5759;5,759;31831;31,831;0,223;0,208;0,431;0,07758
07/06/2019 18:00;35;6630;6,63;43450;43,45;0,158;0,152;0,31;0,0558
07/06/2019 19:00;40;6957;6,957;48355;48,355;0,045;0,108;0,153;0,02754
07/06/2019 20:00;47;6572;6,572;42580;42,58;0;0,054;0,054;0,00972
07/06/2019 21:00;50;6384;6,384;39760;39,76;0;0,003;0,003;0,00054
07/06/2019 22:00;47;6459;6,459;40885;40,885;0;0;0;0
07/06/2019 23:00;40;6389;6,389;39835;39,835;0;0;0;0
08/06/2019 00:00;35;6217;6,217;37255;37,255;0;0;0;0
08/06/2019 01:00;28;6037;6,037;34555;34,555;0;0;0;0
08/06/2019 02:00;30;5895;5,895;33055;33,055;0;0;0;0
08/06/2019 03:00;30;5856;5,856;32704;32,704;0;0;0;0
08/06/2019 04:00;30;5886;5,886;32974;32,974;0;0;0;0
08/06/2019 05:00;30;5989;5,989;33901;33,901;0;0;0;0
08/06/2019 06:00;30;6104;6,104;35560;35,56;0;0,014;0,014;0,00252
08/06/2019 07:00;33;5671;5,671;31039;31,039;0;0,054;0,054;0,00972
08/06/2019 08:00;35;6030;6,03;34450;34,45;0,161;0,068;0,229;0,04122
08/06/2019 09:00;40;5887;5,887;32983;32,983;0,377;0,077;0,454;0,08172
08/06/2019 10:00;45;5394;5,394;28546;28,546;0,586;0,085;0,671;0,12078
08/06/2019 11:00;50;4749;4,749;22992;22,992;0,758;0,093;0,851;0,15318
08/06/2019 12:00;45;3872;3,872;16104;16,104;0,876;0,098;0,974;0,17532
08/06/2019 13:00;40;3288;3,288;12016;12,016;0,925;0,103;1,028;0,18504
08/06/2019 14:00;35;3197;3,197;11379;11,379;0,903;0,105;1,008;0,18144
08/06/2019 15:00;36;3515;3,515;13605;13,605;0,812;0,105;0,917;0,16506
08/06/2019 16:00;36;3839;3,839;15873;15,873;0,67;0,101;0,771;0,13878
08/06/2019 17:00;36;4164;4,164;18312;18,312;0,485;0,095;0,58;0,1044
08/06/2019 18:00;35;4474;4,474;20792;20,792;0,238;0,104;0,342;0,06156
08/06/2019 19:00;40;4697;4,697;22576;22,576;0,053;0,098;0,151;0,02718
08/06/2019 20:00;47;4688;4,688;22504;22,504;0;0,052;0,052;0,00936
08/06/2019 21:00;50;4524;4,524;21192;21,192;0;0,002;0,002;0,00036
08/06/2019 22:00;47;4229;4,229;18832;18,832;0;0;0;0
08/06/2019 23:00;40;3840;3,84;15880;15,88;0;0;0;0
09/06/2019 00:00;35;3369;3,369;12583;12,583;0;0;0;0
09/06/2019 01:00;28;3479;3,479;13353;13,353;0;0;0;0
09/06/2019 02:00;30;3700;3,7;14900;14,9;0;0;0;0
09/06/2019 03:00;30;4035;4,035;17280;17,28;0;0;0;0
09/06/2019 04:00;30;4228;4,228;18824;18,824;0;0;0;0
09/06/2019 05:00;30;4204;4,204;18632;18,632;0;0;0;0
09/06/2019 06:00;30;4154;4,154;18232;18,232;0;0,008;0,008;0,00144
09/06/2019 07:00;33;4186;4,186;18488;18,488;0;0,066;0,066;0,01188
09/06/2019 08:00;35;4030;4,03;17240;17,24;0,012;0,142;0,154;0,02772
09/06/2019 09:00;40;4150;4,15;18200;18,2;0,015;0,178;0,193;0,03474
09/06/2019 10:00;45;4412;4,412;20296;20,296;0,025;0,233;0,258;0,04644
09/06/2019 11:00;50;4590;4,59;21720;21,72;0,076;0,325;0,401;0,07218
09/06/2019 12:00;45;4650;4,65;22200;22,2;0,178;0,371;0,549;0,09882
09/06/2019 13:00;40;4770;4,77;23160;23,16;0,268;0,37;0,638;0,11484
09/06/2019 14:00;35;4839;4,839;23712;23,712;0,325;0,352;0,677;0,12186
09/06/2019 15:00;36;4728;4,728;22824;22,824;0,277;0,338;0,615;0,1107
09/06/2019 16:00;36;4476;4,476;20808;20,808;0,189;0,317;0,506;0,09108
09/06/2019 17:00;36;4078;4,078;17624;17,624;0,078;0,27;0,348;0,06264
09/06/2019 18:00;35;3501;3,501;13507;13,507;0,017;0,177;0,194;0,03492
09/06/2019 19:00;40;3163;3,163;11141;11,141;0,003;0,099;0,102;0,01836
09/06/2019 20:00;47;3326;3,326;12282;12,282;0;0,039;0,039;0,00702
09/06/2019 21:00;50;4411;4,411;20288;20,288;0;0,002;0,002;0,00036
09/06/2019 22:00;47;5714;5,714;31426;31,426;0;0;0;0
09/06/2019 23:00;40;6660;6,66;43900;43,9;0;0;0;0
10/06/2019 00:00;35;7482;7,482;55748;55,748;0;0;0;0
10/06/2019 01:00;28;7900;7,9;61600;61,6;0;0;0;0
10/06/2019 02:00;30;8660;8,66;74220;74,22;0;0;0;0
10/06/2019 03:00;30;8923;8,923;78691;78,691;0;0;0;0
10/06/2019 04:00;30;9076;9,076;81520;81,52;0;0;0;0
10/06/2019 05:00;30;9046;9,046;80920;80,92;0;0;0;0
10/06/2019 06:00;30;8970;8,97;79490;79,49;0;0,013;0,013;0,00234
10/06/2019 07:00;33;9316;9,316;86320;86,32;0;0,082;0,082;0,01476
10/06/2019 08:00;35;9649;9,649;92980;92,98;0,046;0,151;0,197;0,03546
10/06/2019 09:00;40;9643;9,643;92860;92,86;0,153;0,199;0,352;0,06336
10/06/2019 10:00;45;9418;9,418;88360;88,36;0,315;0,215;0,53;0,0954
10/06/2019 11:00;50;9056;9,056;81120;81,12;0,495;0,214;0,709;0,12762
10/06/2019 12:00;45;8766;8,766;76022;76,022;0,468;0,268;0,736;0,13248
10/06/2019 13:00;40;8619;8,619;73523;73,523;0,43;0,303;0,733;0,13194
10/06/2019 14:00;35;8532;8,532;72044;72,044;0,449;0,298;0,747;0,13446
10/06/2019 15:00;36;8428;8,428;70276;70,276;0,301;0,32;0,621;0,11178
10/06/2019 16:00;36;8200;8,2;66400;66,4;0,151;0,313;0,464;0,08352
10/06/2019 17:00;36;7876;7,876;61264;61,264;0,054;0,254;0,308;0,05544
10/06/2019 18:00;35;7733;7,733;59262;59,262;0,012;0,16;0,172;0,03096
10/06/2019 19:00;40;7830;7,83;60620;60,62;0,001;0,074;0,075;0,0135
10/06/2019 20:00;47;7730;7,73;59220;59,22;0;0,021;0,021;0,00378
10/06/2019 21:00;50;7692;7,692;58688;58,688;0;0,001;0,001;0,00018
10/06/2019 22:00;47;7767;7,767;59738;59,738;0;0;0;0
10/06/2019 23:00;40;7741;7,741;59374;59,374;0;0;0;0
11/06/2019 00:00;35;7469;7,469;55566;55,566;0;0;0;0
11/06/2019 01:00;28;7016;7,016;49224;49,224;0;0;0;0
11/06/2019 02:00;30;6648;6,648;43720;43,72;0;0;0;0
11/06/2019 03:00;30;6195;6,195;36925;36,925;0;0;0;0
11/06/2019 04:00;30;5576;5,576;30184;30,184;0;0;0;0
11/06/2019 05:00;30;5311;5,311;27799;27,799;0;0;0;0
11/06/2019 06:00;30;5134;5,134;26206;26,206;0;0,007;0,007;0,00126
11/06/2019 07:00;33;4995;4,995;24960;24,96;0;0,046;0,046;0,00828
11/06/2019 08:00;35;5005;5,005;25045;25,045;0,004;0,108;0,112;0,02016
11/06/2019 09:00;40;5017;5,017;25153;25,153;0,01;0,17;0,18;0,0324
11/06/2019 10:00;45;5003;5,003;25027;25,027;0,02;0,235;0,255;0,0459
11/06/2019 11:00;50;5123;5,123;26107;26,107;0,028;0,279;0,307;0,05526
11/06/2019 12:00;45;5261;5,261;27349;27,349;0,049;0,341;0,39;0,0702
11/06/2019 13:00;40;5261;5,261;27349;27,349;0,061;0,367;0,428;0,07704
11/06/2019 14:00;35;5262;5,262;27358;27,358;0,056;0,357;0,413;0,07434
11/06/2019 15:00;36;5508;5,508;29572;29,572;0,061;0,348;0,409;0,07362
11/06/2019 16:00;36;5849;5,849;32641;32,641;0,059;0,318;0,377;0,06786
11/06/2019 17:00;36;6006;6,006;34090;34,09;0,041;0,261;0,302;0,05436
11/06/2019 18:00;35;5964;5,964;33676;33,676;0,018;0,187;0,205;0,0369
11/06/2019 19:00;40;5685;5,685;31165;31,165;0,004;0,112;0,116;0,02088
11/06/2019 20:00;47;5309;5,309;27781;27,781;0;0,043;0,043;0,00774
11/06/2019 21:00;50;5524;5,524;29716;29,716;0;0,002;0,002;0,00036
11/06/2019 22:00;47;5901;5,901;33109;33,109;0;0;0;0
11/06/2019 23:00;40;6225;6,225;37375;37,375;0;0;0;0
12/06/2019 00:00;35;6575;6,575;42625;42,625;0;0;0;0
12/06/2019 01:00;28;6762;6,762;45430;45,43;0;0;0;0
12/06/2019 02:00;30;6587;6,587;42805;42,805;0;0;0;0
12/06/2019 03:00;30;6432;6,432;40480;40,48;0;0;0;0
12/06/2019 04:00;30;6263;6,263;37945;37,945;0;0;0;0
12/06/2019 05:00;30;5926;5,926;33334;33,334;0;0;0;0
12/06/2019 06:00;30;5475;5,475;29275;29,275;0;0,014;0,014;0,00252
12/06/2019 07:00;33;4692;4,692;22536;22,536;0;0,051;0,051;0,00918
12/06/2019 08:00;35;4404;4,404;20232;20,232;0,167;0,063;0,23;0,0414
12/06/2019 09:00;40;3952;3,952;16664;16,664;0,387;0,072;0,459;0,08262
12/06/2019 10:00;45;3299;3,299;12093;12,093;0,598;0,081;0,679;0,12222
12/06/2019 11:00;50;2859;2,859;9295;9,295;0,772;0,088;0,86;0,1548
12/06/2019 12:00;45;3102;3,102;10714;10,714;0,89;0,094;0,984;0,17712
12/06/2019 13:00;40;3634;3,634;14438;14,438;0,944;0,097;1,041;0,18738
12/06/2019 14:00;35;4239;4,239;18912;18,912;0,925;0,098;1,023;0,18414
12/06/2019 15:00;36;4746;4,746;22968;22,968;0,838;0,098;0,936;0,16848
12/06/2019 16:00;36;4980;4,98;24840;24,84;0,673;0,099;0,772;0,13896
12/06/2019 17:00;36;4909;4,909;24272;24,272;0,488;0,094;0,582;0,10476
12/06/2019 18:00;35;4501;4,501;21008;21,008;0,217;0,115;0,332;0,05976
12/06/2019 19:00;40;4471;4,471;20768;20,768;0,045;0,105;0,15;0,027
12/06/2019 20:00;47;4350;4,35;19800;19,8;0;0,054;0,054;0,00972
12/06/2019 21:00;50;4120;4,12;17960;17,96;0;0,003;0,003;0,00054
12/06/2019 22:00;47;3792;3,792;15544;15,544;0;0;0;0
12/06/2019 23:00;40;3556;3,556;13892;13,892;0;0;0;0
13/06/2019 00:00;35;3438;3,438;13066;13,066;0;0;0;0
13/06/2019 01:00;28;3334;3,334;12338;12,338;0;0;0;0
13/06/2019 02:00;30;3234;3,234;11638;11,638;0;0;0;0
13/06/2019 03:00;30;3152;3,152;11064;11,064;0;0;0;0
13/06/2019 04:00;30;3239;3,239;11673;11,673;0;0;0;0
13/06/2019 05:00;30;3580;3,58;14060;14,06;0;0;0;0
13/06/2019 06:00;30;4053;4,053;17424;17,424;0;0,015;0,015;0,0027
13/06/2019 07:00;33;4319;4,319;19552;19,552;0;0,055;0,055;0,0099
13/06/2019 08:00;35;5099;5,099;25891;25,891;0,161;0,067;0,228;0,04104
13/06/2019 09:00;40;5950;5,95;33550;33,55;0,379;0,076;0,455;0,0819
13/06/2019 10:00;45;6399;6,399;39985;39,985;0,588;0,084;0,672;0,12096
13/06/2019 11:00;50;6800;6,8;46000;46;0,76;0,091;0,851;0,15318
13/06/2019 12:00;45;7242;7,242;52388;52,388;0,875;0,098;0,973;0,17514
13/06/2019 13:00;40;7594;7,594;57316;57,316;0,926;0,102;1,028;0,18504
13/06/2019 14:00;35;7757;7,757;59598;59,598;0,909;0,103;1,012;0,18216
13/06/2019 15:00;36;7730;7,73;59220;59,22;0,823;0,102;0,925;0,1665
13/06/2019 16:00;36;7610;7,61;57540;57,54;0,677;0,099;0,776;0,13968
13/06/2019 17:00;36;7450;7,45;55300;55,3;0,472;0,099;0,571;0,10278
13/06/2019 18:00;35;7158;7,158;51212;51,212;0,251;0,099;0,35;0,063
13/06/2019 19:00;40;6565;6,565;42475;42,475;0,057;0,097;0,154;0,02772
13/06/2019 20:00;47;5889;5,889;33001;33,001;0;0,054;0,054;0,00972
13/06/2019 21:00;50;5267;5,267;27403;27,403;0;0,003;0,003;0,00054
13/06/2019 22:00;47;4760;4,76;23080;23,08;0;0;0;0
13/06/2019 23:00;40;4406;4,406;20248;20,248;0;0;0;0
14/06/2019 00:00;35;4284;4,284;19272;19,272;0;0;0;0
14/06/2019 01:00;28;4216;4,216;18728;18,728;0;0;0;0
14/06/2019 02:00;30;4173;4,173;18384;18,384;0;0;0;0
14/06/2019 03:00;30;4111;4,111;17888;17,888;0;0;0;0
14/06/2019 04:00;30;4398;4,398;20184;20,184;0;0;0;0
14/06/2019 05:00;30;4590;4,59;21720;21,72;0;0;0;0
14/06/2019 06:00;30;5042;5,042;25378;25,378;0;0,004;0,004;0,00072
14/06/2019 07:00;33;5383;5,383;28447;28,447;0;0,028;0,028;0,00504
14/06/2019 08:00;35;5323;5,323;27907;27,907;0,001;0,067;0,068;0,01224
14/06/2019 09:00;40;5189;5,189;26701;26,701;0,003;0,11;0,113;0,02034
14/06/2019 10:00;45;5428;5,428;28852;28,852;0,008;0,163;0,171;0,03078
14/06/2019 11:00;50;5938;5,938;33442;33,442;0,032;0,267;0,299;0,05382
14/06/2019 12:00;45;5475;5,475;29275;29,275;0,345;0,328;0,673;0,12114
14/06/2019 13:00;40;4403;4,403;20224;20,224;0,697;0,214;0,911;0,16398
14/06/2019 14:00;35;3748;3,748;15236;15,236;0,572;0,258;0,83;0,1494
14/06/2019 15:00;36;3708;3,708;14956;14,956;0,179;0,347;0,526;0,09468
14/06/2019 16:00;36;4437;4,437;20496;20,496;0,124;0,313;0,437;0,07866
14/06/2019 17:00;36;4672;4,672;22376;22,376;0,219;0,239;0,458;0,08244
14/06/2019 18:00;35;4313;4,313;19504;19,504;0,148;0,175;0,323;0,05814
14/06/2019 19:00;40;3910;3,91;16370;16,37;0,041;0,126;0,167;0,03006
14/06/2019 20:00;47;3646;3,646;14522;14,522;0;0,062;0,062;0,01116
14/06/2019 21:00;50;3818;3,818;15726;15,726;0;0,004;0,004;0,00072
14/06/2019 22:00;47;4318;4,318;19544;19,544;0;0;0;0
14/06/2019 23:00;40;4771;4,771;23168;23,168;0;0;0;0
15/06/2019 00:00;35;4869;4,869;23952;23,952;0;0;0;0
15/06/2019 01:00;28;4707;4,707;22656;22,656;0;0;0;0
15/06/2019 02:00;30;4496;4,496;20968;20,968;0;0;0;0
15/06/2019 03:00;30;4407;4,407;20256;20,256;0;0;0;0
15/06/2019 04:00;30;4560;4,56;21480;21,48;0;0;0;0
15/06/2019 05:00;30;4861;4,861;23888;23,888;0;0;0;0
15/06/2019 06:00;30;5106;5,106;25954;25,954;0;0,015;0,015;0,0027
15/06/2019 07:00;33;4916;4,916;24328;24,328;0;0,076;0,076;0,01368
15/06/2019 08:00;35;5003;5,003;25027;25,027;0,088;0,12;0,208;0,03744
15/06/2019 09:00;40;4990;4,99;24920;24,92;0,221;0,152;0,373;0,06714
15/06/2019 10:00;45;5039;5,039;25351;25,351;0,415;0,156;0,571;0,10278
15/06/2019 11:00;50;4915;4,915;24320;24,32;0,54;0,17;0,71;0,1278
15/06/2019 12:00;45;4899;4,899;24192;24,192;0,774;0,136;0,91;0,1638
15/06/2019 13:00;40;4999;4,999;24992;24,992;0,838;0,133;0,971;0,17478
15/06/2019 14:00;35;5218;5,218;26962;26,962;0,835;0,131;0,966;0,17388
15/06/2019 15:00;36;5474;5,474;29266;29,266;0,741;0,136;0,877;0,15786
15/06/2019 16:00;36;5828;5,828;32452;32,452;0,49;0,172;0,662;0,11916
15/06/2019 17:00;36;6567;6,567;42505;42,505;0,306;0,176;0,482;0,08676
15/06/2019 18:00;35;7123;7,123;50722;50,722;0,149;0,158;0,307;0,05526
15/06/2019 19:00;40;7560;7,56;56840;56,84;0,034;0,119;0,153;0,02754
15/06/2019 20:00;47;7682;7,682;58548;58,548;0;0,057;0,057;0,01026
15/06/2019 21:00;50;7531;7,531;56434;56,434;0;0,004;0,004;0,00072
15/06/2019 22:00;47;7389;7,389;54446;54,446;0;0;0;0
15/06/2019 23:00;40;7334;7,334;53676;53,676;0;0;0;0
16/06/2019 00:00;35;7211;7,211;51954;51,954;0;0;0;0
16/06/2019 01:00;28;7248;7,248;52472;52,472;0;0;0;0
16/06/2019 02:00;30;7196;7,196;51744;51,744;0;0;0;0
16/06/2019 03:00;30;7043;7,043;49602;49,602;0;0;0;0
16/06/2019 04:00;30;6837;6,837;46555;46,555;0;0;0;0
16/06/2019 05:00;30;6649;6,649;43735;43,735;0;0;0;0
16/06/2019 06:00;30;6556;6,556;42340;42,34;0;0,015;0,015;0,0027
16/06/2019 07:00;33;6065;6,065;34975;34,975;0;0,05;0,05;0,009
16/06/2019 08:00;35;6416;6,416;40240;40,24;0,165;0,063;0,228;0,04104
16/06/2019 09:00;40;6522;6,522;41830;41,83;0,384;0,072;0,456;0,08208
16/06/2019 10:00;45;6239;6,239;37585;37,585;0,593;0,08;0,673;0,12114
16/06/2019 11:00;50;5871;5,871;32839;32,839;0,766;0,087;0,853;0,15354
16/06/2019 12:00;45;5470;5,47;29230;29,23;0,885;0,093;0,978;0,17604
16/06/2019 13:00;40;5127;5,127;26143;26,143;0,94;0,096;1,036;0,18648
16/06/2019 14:00;35;4878;4,878;24024;24,024;0,926;0,096;1,022;0,18396
16/06/2019 15:00;36;4676;4,676;22408;22,408;0,844;0,094;0,938;0,16884
16/06/2019 16:00;36;4423;4,423;20384;20,384;0,696;0,091;0,787;0,14166
16/06/2019 17:00;36;4158;4,158;18264;18,264;0,484;0,092;0,576;0,10368
16/06/2019 18:00;35;4218;4,218;18744;18,744;0,274;0,085;0,359;0,06462
16/06/2019 19:00;40;4323;4,323;19584;19,584;0,079;0,075;0,154;0,02772
16/06/2019 20:00;47;4470;4,47;20760;20,76;0;0,048;0,048;0,00864
16/06/2019 21:00;50;5042;5,042;25378;25,378;0;0,004;0,004;0,00072
16/06/2019 22:00;47;5611;5,611;30499;30,499;0;0;0;0
16/06/2019 23:00;40;5929;5,929;33361;33,361;0;0;0;0
17/06/2019 00:00;35;5998;5,998;33982;33,982;0;0;0;0
17/06/2019 01:00;28;5895;5,895;33055;33,055;0;0;0;0
17/06/2019 02:00;30;5750;5,75;31750;31,75;0;0;0;0
17/06/2019 03:00;30;5607;5,607;30463;30,463;0;0;0;0
17/06/2019 04:00;30;5461;5,461;29149;29,149;0;0;0;0
17/06/2019 05:00;30;5254;5,254;27286;27,286;0;0;0;0
17/06/2019 06:00;30;5045;5,045;25405;25,405;0;0,016;0,016;0,00288
17/06/2019 07:00;33;4718;4,718;22744;22,744;0;0,056;0,056;0,01008
17/06/2019 08:00;35;3714;3,714;14998;14,998;0,16;0,068;0,228;0,04104
17/06/2019 09:00;40;2892;2,892;9460;9,46;0,373;0,078;0,451;0,08118
17/06/2019 10:00;45;2405;2,405;7025;7,025;0,575;0,088;0,663;0,11934
17/06/2019 11:00;50;2234;2,234;6170;6,17;0,743;0,096;0,839;0,15102
17/06/2019 12:00;45;2673;2,673;8365;8,365;0,857;0,103;0,96;0,1728
17/06/2019 13:00;40;3075;3,075;10525;10,525;0,906;0,107;1,013;0,18234
17/06/2019 14:00;35;3411;3,411;12877;12,877;0,882;0,111;0,993;0,17874
17/06/2019 15:00;36;3757;3,757;15299;15,299;0,756;0,122;0,878;0,15804
17/06/2019 16:00;36;4167;4,167;18336;18,336;0,567;0,136;0,703;0,12654
17/06/2019 17:00;36;4583;4,583;21664;21,664;0,366;0,143;0,509;0,09162
17/06/2019 18:00;35;4913;4,913;24304;24,304;0,185;0,133;0,318;0,05724
17/06/2019 19:00;40;5168;5,168;26512;26,512;0,054;0,101;0,155;0,0279
17/06/2019 20:00;47;5431;5,431;28879;28,879;0;0,054;0,054;0,00972
17/06/2019 21:00;50;5563;5,563;30067;30,067;0;0,004;0,004;0,00072
17/06/2019 22:00;47;5397;5,397;28573;28,573;0;0;0;0
17/06/2019 23:00;40;4890;4,89;24120;24,12;0;0;0;0
18/06/2019 00:00;35;4427;4,427;20416;20,416;0;0;0;0
18/06/2019 01:00;28;4266;4,266;19128;19,128;0;0;0;0
18/06/2019 02:00;30;4327;4,327;19616;19,616;0;0;0;0
18/06/2019 03:00;30;4426;4,426;20408;20,408;0;0;0;0
18/06/2019 04:00;30;4476;4,476;20808;20,808;0;0;0;0
18/06/2019 05:00;30;4464;4,464;20712;20,712;0;0;0;0
18/06/2019 06:00;30;4418;4,418;20344;20,344;0;0,015;0,015;0,0027
18/06/2019 07:00;33;4290;4,29;19320;19,32;0;0,066;0,066;0,01188
18/06/2019 08:00;35;4353;4,353;19824;19,824;0,146;0,077;0,223;0,04014
18/06/2019 09:00;40;4767;4,767;23136;23,136;0,352;0,087;0,439;0,07902
