date_heure;Puissance Consume (kW);col 1 ;Vitesse du Vent (ms);col 2 ;power_kW_calculated Eolienne2;irradiance direct;irradiance difuse;irradiance total ;Puissance PV kW
16/01/2019 12:00;40;4387;4,387;20096;20,096;0,52;0,123;0,643;0,11574
16/01/2019 13:00;35;4319;4,319;19552;19,552;0,486;0,125;0,611;0,10998
16/01/2019 14:00;36;4240;4,24;18920;18,92;0,411;0,116;0,527;0,09486
16/01/2019 15:00;36;4255;4,255;19040;19,04;0,277;0,097;0,374;0,06732
16/01/2019 16:00;36;4361;4,361;19888;19,888;0,105;0,06;0,165;0,0297
16/01/2019 17:00;35;4150;4,15;18200;18,2;0,004;0,005;0,009;0,00162
16/01/2019 18:00;40;3814;3,814;15698;15,698;0;0;0;0
16/01/2019 19:00;47;3459;3,459;13213;13,213;0;0;0;0
16/01/2019 20:00;50;3065;3,065;10455;10,455;0;0;0;0
16/01/2019 21:00;47;3050;3,05;10350;10,35;0;0;0;0
16/01/2019 22:00;40;3459;3,459;13213;13,213;0;0;0;0
16/01/2019 23:00;35;3883;3,883;16181;16,181;0;0;0;0
17/01/2019 00:00;28;4284;4,284;19272;19,272;0;0;0;0
17/01/2019 01:00;30;4605;4,605;21840;21,84;0;0;0;0
17/01/2019 02:00;30;4730;4,73;22840;22,84;0;0;0;0
17/01/2019 03:00;30;4823;4,823;23584;23,584;0;0;0;0
17/01/2019 04:00;30;5022;5,022;25198;25,198;0;0;0;0
17/01/2019 05:00;30;5223;5,223;27007;27,007;0;0;0;0
17/01/2019 06:00;33;5376;5,376;28384;28,384;0;0;0;0
17/01/2019 07:00;35;5545;5,545;29905;29,905;0;0;0;0
17/01/2019 08:00;40;5654;5,654;30886;30,886;0,012;0,018;0,03;0,0054
17/01/2019 09:00;45;5585;5,585;30265;30,265;0,066;0,083;0,149;0,02682
17/01/2019 10:00;50;5737;5,737;31633;31,633;0,121;0,135;0,256;0,04608
17/01/2019 11:00;45;6457;6,457;40855;40,855;0,165;0,169;0,334;0,06012
17/01/2019 12:00;40;7524;7,524;56336;56,336;0,206;0,181;0,387;0,06966
17/01/2019 13:00;35;7995;7,995;62930;62,93;0,373;0,159;0,532;0,09576
17/01/2019 14:00;36;8114;8,114;64938;64,938;0,284;0,145;0,429;0,07722
17/01/2019 15:00;36;7863;7,863;61082;61,082;0,197;0,115;0,312;0,05616
17/01/2019 16:00;36;7192;7,192;51688;51,688;0,069;0,064;0,133;0,02394
17/01/2019 17:00;35;6988;6,988;48820;48,82;0,004;0,006;0,01;0,0018
17/01/2019 18:00;40;7061;7,061;49854;49,854;0;0;0;0
17/01/2019 19:00;47;7082;7,082;50148;50,148;0;0;0;0
17/01/2019 20:00;50;7229;7,229;52206;52,206;0;0;0;0
17/01/2019 21:00;47;7214;7,214;51996;51,996;0;0;0;0
17/01/2019 22:00;40;7317;7,317;53438;53,438;0;0;0;0
17/01/2019 23:00;35;7543;7,543;56602;56,602;0;0;0;0
18/01/2019 00:00;28;7647;7,647;58058;58,058;0;0;0;0
18/01/2019 01:00;30;7679;7,679;58506;58,506;0;0;0;0
18/01/2019 02:00;30;7857;7,857;60998;60,998;0;0;0;0
18/01/2019 03:00;30;7551;7,551;56714;56,714;0;0;0;0
18/01/2019 04:00;30;7442;7,442;55188;55,188;0;0;0;0
18/01/2019 05:00;30;7268;7,268;52752;52,752;0;0;0;0
18/01/2019 06:00;33;7033;7,033;49462;49,462;0;0;0;0
18/01/2019 07:00;35;6898;6,898;47470;47,47;0;0;0;0
18/01/2019 08:00;40;6724;6,724;44860;44,86;0,032;0,022;0,054;0,00972
18/01/2019 09:00;45;6416;6,416;40240;40,24;0,167;0,083;0,25;0,045
18/01/2019 10:00;50;6453;6,453;40795;40,795;0,344;0,115;0,459;0,08262
18/01/2019 11:00;45;6410;6,41;40150;40,15;0,305;0,158;0,463;0,08334
18/01/2019 12:00;40;6265;6,265;37975;37,975;0,198;0,188;0,386;0,06948
18/01/2019 13:00;35;6021;6,021;34315;34,315;0,114;0,185;0,299;0,05382
18/01/2019 14:00;36;5611;5,611;30499;30,499;0,08;0,159;0,239;0,04302
18/01/2019 15:00;36;5111;5,111;25999;25,999;0,043;0,113;0,156;0,02808
18/01/2019 16:00;36;4820;4,82;23560;23,56;0,011;0,048;0,059;0,01062
18/01/2019 17:00;35;4755;4,755;23040;23,04;0,001;0,004;0,005;0,0009
18/01/2019 18:00;40;4548;4,548;21384;21,384;0;0;0;0
18/01/2019 19:00;47;4376;4,376;20008;20,008;0;0;0;0
18/01/2019 20:00;50;4341;4,341;19728;19,728;0;0;0;0
18/01/2019 21:00;47;4462;4,462;20696;20,696;0;0;0;0
18/01/2019 22:00;40;4710;4,71;22680;22,68;0;0;0;0
18/01/2019 23:00;35;4939;4,939;24512;24,512;0;0;0;0
19/01/2019 00:00;28;5072;5,072;25648;25,648;0;0;0;0
19/01/2019 01:00;30;5077;5,077;25693;25,693;0;0;0;0
19/01/2019 02:00;30;4880;4,88;24040;24,04;0;0;0;0
19/01/2019 03:00;30;4660;4,66;22280;22,28;0;0;0;0
19/01/2019 04:00;30;4512;4,512;21096;21,096;0;0;0;0
19/01/2019 05:00;30;4393;4,393;20144;20,144;0;0;0;0
19/01/2019 06:00;33;4252;4,252;19016;19,016;0;0;0;0
19/01/2019 07:00;35;4078;4,078;17624;17,624;0;0;0;0
19/01/2019 08:00;40;3925;3,925;16475;16,475;0,087;0,02;0,107;0,01926
19/01/2019 09:00;45;3650;3,65;14550;14,55;0,334;0,057;0,391;0,07038
19/01/2019 10:00;50;3440;3,44;13080;13,08;0,518;0,073;0,591;0,10638
19/01/2019 11:00;45;3234;3,234;11638;11,638;0,638;0,083;0,721;0,12978
19/01/2019 12:00;40;3014;3,014;10098;10,098;0,691;0,088;0,779;0,14022
19/01/2019 13:00;35;2586;2,586;7930;7,93;0,665;0,09;0,755;0,1359
19/01/2019 14:00;36;2396;2,396;6980;6,98;0,519;0,094;0,613;0,11034
19/01/2019 15:00;36;2673;2,673;8365;8,365;0,346;0,085;0,431;0,07758
19/01/2019 16:00;36;3815;3,815;15705;15,705;0,133;0,059;0,192;0,03456
19/01/2019 17:00;35;4828;4,828;23624;23,624;0,009;0,007;0,016;0,00288
19/01/2019 18:00;40;5354;5,354;28186;28,186;0;0;0;0
19/01/2019 19:00;47;5463;5,463;29167;29,167;0;0;0;0
19/01/2019 20:00;50;5341;5,341;28069;28,069;0;0;0;0
19/01/2019 21:00;47;5220;5,22;26980;26,98;0;0;0;0
19/01/2019 22:00;40;5199;5,199;26791;26,791;0;0;0;0
19/01/2019 23:00;35;5174;5,174;26566;26,566;0;0;0;0
20/01/2019 00:00;28;5166;5,166;26494;26,494;0;0;0;0
20/01/2019 01:00;30;5105;5,105;25945;25,945;0;0;0;0
20/01/2019 02:00;30;4980;4,98;24840;24,84;0;0;0;0
20/01/2019 03:00;30;4776;4,776;23208;23,208;0;0;0;0
20/01/2019 04:00;30;4503;4,503;21024;21,024;0;0;0;0
20/01/2019 05:00;30;4106;4,106;17848;17,848;0;0;0;0
20/01/2019 06:00;33;3726;3,726;15082;15,082;0;0;0;0
20/01/2019 07:00;35;3509;3,509;13563;13,563;0;0;0;0
20/01/2019 08:00;40;3239;3,239;11673;11,673;0,001;0,009;0,01;0,0018
20/01/2019 09:00;45;3144;3,144;11008;11,008;0,003;0,042;0,045;0,0081
20/01/2019 10:00;50;3426;3,426;12982;12,982;0,007;0,083;0,09;0,0162
20/01/2019 11:00;45;3917;3,917;16419;16,419;0,013;0,127;0,14;0,0252
20/01/2019 12:00;40;4348;4,348;19784;19,784;0,012;0,13;0,142;0,02556
20/01/2019 13:00;35;4735;4,735;22880;22,88;0,014;0,136;0,15;0,027
20/01/2019 14:00;36;5054;5,054;25486;25,486;0,016;0,129;0,145;0,0261
20/01/2019 15:00;36;5248;5,248;27232;27,232;0,014;0,098;0,112;0,02016
20/01/2019 16:00;36;4994;4,994;24952;24,952;0,006;0,047;0,053;0,00954
20/01/2019 17:00;35;5019;5,019;25171;25,171;0,001;0,004;0,005;0,0009
20/01/2019 18:00;40;5269;5,269;27421;27,421;0;0;0;0
20/01/2019 19:00;47;5695;5,695;31255;31,255;0;0;0;0
20/01/2019 20:00;50;6038;6,038;34570;34,57;0;0;0;0
20/01/2019 21:00;47;6294;6,294;38410;38,41;0;0;0;0
20/01/2019 22:00;40;6680;6,68;44200;44,2;0;0;0;0
20/01/2019 23:00;35;6929;6,929;47935;47,935;0;0;0;0
21/01/2019 00:00;28;7059;7,059;49826;49,826;0;0;0;0
21/01/2019 01:00;30;7332;7,332;53648;53,648;0;0;0;0
21/01/2019 02:00;30;7496;7,496;55944;55,944;0;0;0;0
21/01/2019 03:00;30;7587;7,587;57218;57,218;0;0;0;0
21/01/2019 04:00;30;7561;7,561;56854;56,854;0;0;0;0
21/01/2019 05:00;30;7431;7,431;55034;55,034;0;0;0;0
21/01/2019 06:00;33;7293;7,293;53102;53,102;0;0;0;0
21/01/2019 07:00;35;7262;7,262;52668;52,668;0;0;0;0
21/01/2019 08:00;40;7313;7,313;53382;53,382;0,021;0,022;0,043;0,00774
21/01/2019 09:00;45;7303;7,303;53242;53,242;0,096;0,085;0,181;0,03258
21/01/2019 10:00;50;7670;7,67;58380;58,38;0,245;0,125;0,37;0,0666
21/01/2019 11:00;45;8271;8,271;67607;67,607;0,358;0,14;0,498;0,08964
21/01/2019 12:00;40;8978;8,978;79626;79,626;0,594;0,114;0,708;0,12744
21/01/2019 13:00;35;9502;9,502;90040;90,04;0,636;0,1;0,736;0,13248
21/01/2019 14:00;36;9845;9,845;96900;96,9;0,562;0,091;0,653;0,11754
21/01/2019 15:00;36;9953;9,953;99060;99,06;0,4;0,08;0,48;0,0864
21/01/2019 16:00;36;9565;9,565;91300;91,3;0,184;0,057;0,241;0,04338
21/01/2019 17:00;35;9383;9,383;87660;87,66;0,014;0,008;0,022;0,00396
21/01/2019 18:00;40;9731;9,731;94620;94,62;0;0;0;0
21/01/2019 19:00;47;9832;9,832;96640;96,64;0;0;0;0
21/01/2019 20:00;50;9802;9,802;96040;96,04;0;0;0;0
21/01/2019 21:00;47;9649;9,649;92980;92,98;0;0;0;0
21/01/2019 22:00;40;9503;9,503;90060;90,06;0;0;0;0
21/01/2019 23:00;35;9372;9,372;87440;87,44;0;0;0;0
22/01/2019 00:00;28;9265;9,265;85300;85,3;0;0;0;0
22/01/2019 01:00;30;8996;8,996;79932;79,932;0;0;0;0
22/01/2019 02:00;30;8766;8,766;76022;76,022;0;0;0;0
22/01/2019 03:00;30;8715;8,715;75155;75,155;0;0;0;0
22/01/2019 04:00;30;8879;8,879;77943;77,943;0;0;0;0
22/01/2019 05:00;30;9036;9,036;80720;80,72;0;0;0;0
22/01/2019 06:00;33;9049;9,049;80980;80,98;0;0;0;0
22/01/2019 07:00;35;8942;8,942;79014;79,014;0;0;0;0
22/01/2019 08:00;40;8712;8,712;75104;75,104;0,117;0,022;0,139;0,02502
22/01/2019 09:00;45;8188;8,188;66196;66,196;0,408;0,054;0,462;0,08316
22/01/2019 10:00;50;8169;8,169;65873;65,873;0,612;0,066;0,678;0,12204
22/01/2019 11:00;45;7753;7,753;59542;59,542;0,651;0,092;0,743;0,13374
22/01/2019 12:00;40;7073;7,073;50022;50,022;0,458;0,147;0,605;0,1089
22/01/2019 13:00;35;6408;6,408;40120;40,12;0,214;0,184;0,398;0,07164
22/01/2019 14:00;36;5640;5,64;30760;30,76;0,063;0,153;0,216;0,03888
22/01/2019 15:00;36;4786;4,786;23288;23,288;0,024;0,099;0,123;0,02214
22/01/2019 16:00;36;4271;4,271;19168;19,168;0,008;0,044;0,052;0,00936
22/01/2019 17:00;35;4486;4,486;20888;20,888;0,001;0,004;0,005;0,0009
22/01/2019 18:00;40;5383;5,383;28447;28,447;0;0;0;0
22/01/2019 19:00;47;7008;7,008;49112;49,112;0;0;0;0
22/01/2019 20:00;50;8716;8,716;75172;75,172;0;0;0;0
22/01/2019 21:00;47;9145;9,145;82900;82,9;0;0;0;0
22/01/2019 22:00;40;9186;9,186;83720;83,72;0;0;0;0
22/01/2019 23:00;35;8954;8,954;79218;79,218;0;0;0;0
23/01/2019 00:00;28;8269;8,269;67573;67,573;0;0;0;0
23/01/2019 01:00;30;7440;7,44;55160;55,16;0;0;0;0
23/01/2019 02:00;30;6664;6,664;43960;43,96;0;0;0;0
23/01/2019 03:00;30;6044;6,044;34660;34,66;0;0;0;0
23/01/2019 04:00;30;5639;5,639;30751;30,751;0;0;0;0
23/01/2019 05:00;30;5375;5,375;28375;28,375;0;0;0;0
23/01/2019 06:00;33;5363;5,363;28267;28,267;0;0;0;0
23/01/2019 07:00;35;5201;5,201;26809;26,809;0;0;0;0
23/01/2019 08:00;40;4910;4,91;24280;24,28;0,002;0,013;0,015;0,0027
23/01/2019 09:00;45;4943;4,943;24544;24,544;0,009;0,059;0,068;0,01224
23/01/2019 10:00;50;5345;5,345;28105;28,105;0,031;0,125;0,156;0,02808
23/01/2019 11:00;45;6593;6,593;42895;42,895;0,082;0,183;0,265;0,0477
23/01/2019 12:00;40;7989;7,989;62846;62,846;0,098;0,201;0,299;0,05382
23/01/2019 13:00;35;9590;9,59;91800;91,8;0,082;0,192;0,274;0,04932
23/01/2019 14:00;36;11342;11,342;100000;100;0,088;0,175;0,263;0,04734
23/01/2019 15:00;36;12374;12,374;100000;100;0,066;0,131;0,197;0,03546
23/01/2019 16:00;36;12279;12,279;100000;100;0,033;0,071;0,104;0,01872
23/01/2019 17:00;35;12082;12,082;100000;100;0,002;0,007;0,009;0,00162
23/01/2019 18:00;40;12166;12,166;100000;100;0;0;0;0
23/01/2019 19:00;47;12171;12,171;100000;100;0;0;0;0
23/01/2019 20:00;50;12044;12,044;100000;100;0;0;0;0
23/01/2019 21:00;47;12106;12,106;100000;100;0;0;0;0
23/01/2019 22:00;40;12144;12,144;100000;100;0;0;0;0
23/01/2019 23:00;35;12253;12,253;100000;100;0;0;0;0
24/01/2019 00:00;28;12335;12,335;100000;100;0;0;0;0
24/01/2019 01:00;30;12340;12,34;100000;100;0;0;0;0
24/01/2019 02:00;30;12338;12,338;100000;100;0;0;0;0
24/01/2019 03:00;30;12371;12,371;100000;100;0;0;0;0
24/01/2019 04:00;30;12533;12,533;100000;100;0;0;0;0
24/01/2019 05:00;30;13044;13,044;100000;100;0;0;0;0
24/01/2019 06:00;33;13224;13,224;100000;100;0;0;0;0
24/01/2019 07:00;35;13134;13,134;100000;100;0;0;0;0
24/01/2019 08:00;40;13097;13,097;100000;100;0,071;0,025;0,096;0,01728
24/01/2019 09:00;45;13184;13,184;100000;100;0,279;0,068;0,347;0,06246
24/01/2019 10:00;50;13358;13,358;100000;100;0,538;0,073;0,611;0,10998
24/01/2019 11:00;45;13438;13,438;100000;100;0,686;0,077;0,763;0,13734
24/01/2019 12:00;40;13569;13,569;100000;100;0,766;0,077;0,843;0,15174
24/01/2019 13:00;35;13705;13,705;100000;100;0,745;0,077;0,822;0,14796
24/01/2019 14:00;36;13596;13,596;100000;100;0,647;0,073;0,72;0,1296
24/01/2019 15:00;36;13406;13,406;100000;100;0,462;0,068;0,53;0,0954
24/01/2019 16:00;36;13081;13,081;100000;100;0,224;0,052;0,276;0,04968
24/01/2019 17:00;35;12983;12,983;100000;100;0,024;0,01;0,034;0,00612
24/01/2019 18:00;40;12926;12,926;100000;100;0;0;0;0
24/01/2019 19:00;47;12755;12,755;100000;100;0;0;0;0
24/01/2019 20:00;50;12765;12,765;100000;100;0;0;0;0
24/01/2019 21:00;47;12802;12,802;100000;100;0;0;0;0
24/01/2019 22:00;40;12766;12,766;100000;100;0;0;0;0
24/01/2019 23:00;35;12594;12,594;100000;100;0;0;0;0
25/01/2019 00:00;28;12433;12,433;100000;100;0;0;0;0
25/01/2019 01:00;30;12314;12,314;100000;100;0;0;0;0
25/01/2019 02:00;30;12217;12,217;100000;100;0;0;0;0
25/01/2019 03:00;30;12026;12,026;100000;100;0;0;0;0
25/01/2019 04:00;30;11698;11,698;100000;100;0;0;0;0
25/01/2019 05:00;30;11350;11,35;100000;100;0;0;0;0
25/01/2019 06:00;33;10716;10,716;100000;100;0;0;0;0
25/01/2019 07:00;35;10250;10,25;100000;100;0;0;0;0
25/01/2019 08:00;40;10038;10,038;100000;100;0,064;0,029;0,093;0,01674
25/01/2019 09:00;45;10233;10,233;100000;100;0,216;0,085;0,301;0,05418
25/01/2019 10:00;50;10896;10,896;100000;100;0,334;0,12;0,454;0,08172
25/01/2019 11:00;45;11148;11,148;100000;100;0,388;0,147;0,535;0,0963
25/01/2019 12:00;40;11245;11,245;100000;100;0,403;0,162;0,565;0,1017
25/01/2019 13:00;35;11471;11,471;100000;100;0,375;0,164;0,539;0,09702
25/01/2019 14:00;36;11646;11,646;100000;100;0,259;0,158;0,417;0,07506
25/01/2019 15:00;36;11745;11,745;100000;100;0,142;0,128;0,27;0,0486
25/01/2019 16:00;36;11815;11,815;100000;100;0,055;0,072;0,127;0,02286
25/01/2019 17:00;35;12070;12,07;100000;100;0,007;0,01;0,017;0,00306
25/01/2019 18:00;40;12321;12,321;100000;100;0;0;0;0
25/01/2019 19:00;47;12359;12,359;100000;100;0;0;0;0
25/01/2019 20:00;50;12242;12,242;100000;100;0;0;0;0
25/01/2019 21:00;47;12184;12,184;100000;100;0;0;0;0
25/01/2019 22:00;40;12156;12,156;100000;100;0;0;0;0
25/01/2019 23:00;35;11801;11,801;100000;100;0;0;0;0
26/01/2019 00:00;28;11297;11,297;100000;100;0;0;0;0
26/01/2019 01:00;30;10920;10,92;100000;100;0;0;0;0
26/01/2019 02:00;30;10741;10,741;100000;100;0;0;0;0
26/01/2019 03:00;30;10509;10,509;100000;100;0;0;0;0
26/01/2019 04:00;30;10294;10,294;100000;100;0;0;0;0
26/01/2019 05:00;30;10082;10,082;100000;100;0;0;0;0
26/01/2019 06:00;33;9811;9,811;96220;96,22;0;0;0;0
26/01/2019 07:00;35;9510;9,51;90200;90,2;0;0;0;0
26/01/2019 08:00;40;9308;9,308;86160;86,16;0,038;0,028;0,066;0,01188
26/01/2019 09:00;45;8861;8,861;77637;77,637;0,135;0,091;0,226;0,04068
26/01/2019 10:00;50;8729;8,729;75393;75,393;0,243;0,13;0,373;0,06714
26/01/2019 11:00;45;8983;8,983;79711;79,711;0,396;0,141;0,537;0,09666
26/01/2019 12:00;40;8937;8,937;78929;78,929;0,552;0,126;0,678;0,12204
26/01/2019 13:00;35;8491;8,491;71347;71,347;0,679;0,098;0,777;0,13986
26/01/2019 14:00;36;7863;7,863;61082;61,082;0,633;0,082;0,715;0,1287
26/01/2019 15:00;36;7135;7,135;50890;50,89;0,491;0,069;0,56;0,1008
26/01/2019 16:00;36;6182;6,182;36730;36,73;0,236;0,055;0,291;0,05238
26/01/2019 17:00;35;5820;5,82;32380;32,38;0,032;0,012;0,044;0,00792
26/01/2019 18:00;40;5784;5,784;32056;32,056;0;0;0;0
26/01/2019 19:00;47;5418;5,418;28762;28,762;0;0;0;0
26/01/2019 20:00;50;4979;4,979;24832;24,832;0;0;0;0
26/01/2019 21:00;47;4739;4,739;22912;22,912;0;0;0;0
26/01/2019 22:00;40;4801;4,801;23408;23,408;0;0;0;0
26/01/2019 23:00;35;5072;5,072;25648;25,648;0;0;0;0
27/01/2019 00:00;28;5119;5,119;26071;26,071;0;0;0;0
27/01/2019 01:00;30;5228;5,228;27052;27,052;0;0;0;0
27/01/2019 02:00;30;5256;5,256;27304;27,304;0;0;0;0
27/01/2019 03:00;30;5155;5,155;26395;26,395;0;0;0;0
27/01/2019 04:00;30;4709;4,709;22672;22,672;0;0;0;0
27/01/2019 05:00;30;4522;4,522;21176;21,176;0;0;0;0
27/01/2019 06:00;33;4967;4,967;24736;24,736;0;0;0;0
27/01/2019 07:00;35;5409;5,409;28681;28,681;0;0;0;0
27/01/2019 08:00;40;5790;5,79;32110;32,11;0,027;0,029;0,056;0,01008
27/01/2019 09:00;45;6236;6,236;37540;37,54;0,192;0,093;0,285;0,0513
27/01/2019 10:00;50;7327;7,327;53578;53,578;0,377;0,118;0,495;0,0891
27/01/2019 11:00;45;8914;8,914;78538;78,538;0,452;0,141;0,593;0,10674
27/01/2019 12:00;40;9559;9,559;91180;91,18;0,351;0,179;0,53;0,0954
27/01/2019 13:00;35;10830;10,83;100000;100;0,178;0,197;0,375;0,0675
27/01/2019 14:00;36;12004;12,004;100000;100;0,103;0,172;0,275;0,0495
27/01/2019 15:00;36;12619;12,619;100000;100;0,085;0,133;0,218;0,03924
27/01/2019 16:00;36;12713;12,713;100000;100;0,042;0,075;0,117;0,02106
27/01/2019 17:00;35;12622;12,622;100000;100;0,006;0,011;0,017;0,00306
27/01/2019 18:00;40;12904;12,904;100000;100;0;0;0;0
27/01/2019 19:00;47;13269;13,269;100000;100;0;0;0;0
27/01/2019 20:00;50;13460;13,46;100000;100;0;0;0;0
27/01/2019 21:00;47;13227;13,227;100000;100;0;0;0;0
27/01/2019 22:00;40;12628;12,628;100000;100;0;0;0;0
27/01/2019 23:00;35;11869;11,869;100000;100;0;0;0;0
28/01/2019 00:00;28;11258;11,258;100000;100;0;0;0;0
28/01/2019 01:00;30;10663;10,663;100000;100;0;0;0;0
28/01/2019 02:00;30;10051;10,051;100000;100;0;0;0;0
28/01/2019 03:00;30;9320;9,32;86400;86,4;0;0;0;0
28/01/2019 04:00;30;8555;8,555;72435;72,435;0;0;0;0
28/01/2019 05:00;30;7596;7,596;57344;57,344;0;0;0;0
28/01/2019 06:00;33;6452;6,452;40780;40,78;0;0;0;0
28/01/2019 07:00;35;5695;5,695;31255;31,255;0;0;0;0
28/01/2019 08:00;40;5963;5,963;33667;33,667;0,003;0,019;0,022;0,00396
28/01/2019 09:00;45;6022;6,022;34330;34,33;0,008;0,065;0,073;0,01314
28/01/2019 10:00;50;6506;6,506;41590;41,59;0,013;0,107;0,12;0,0216
28/01/2019 11:00;45;7223;7,223;52122;52,122;0,019;0,14;0,159;0,02862
28/01/2019 12:00;40;7690;7,69;58660;58,66;0,035;0,177;0,212;0,03816
28/01/2019 13:00;35;8185;8,185;66145;66,145;0,052;0,19;0,242;0,04356
28/01/2019 14:00;36;8781;8,781;76277;76,277;0,068;0,178;0,246;0,04428
28/01/2019 15:00;36;9466;9,466;89320;89,32;0,096;0,146;0,242;0,04356
28/01/2019 16:00;36;9852;9,852;97040;97,04;0,04;0,08;0,12;0,0216
28/01/2019 17:00;35;10254;10,254;100000;100;0,006;0,012;0,018;0,00324
28/01/2019 18:00;40;10606;10,606;100000;100;0;0;0;0
28/01/2019 19:00;47;10699;10,699;100000;100;0;0;0;0
28/01/2019 20:00;50;10541;10,541;100000;100;0;0;0;0
28/01/2019 21:00;47;10222;10,222;100000;100;0;0;0;0
28/01/2019 22:00;40;10092;10,092;100000;100;0;0;0;0
28/01/2019 23:00;35;9733;9,733;94660;94,66;0;0;0;0
29/01/2019 00:00;28;9518;9,518;90360;90,36;0;0;0;0
29/01/2019 01:00;30;9455;9,455;89100;89,1;0;0;0;0
29/01/2019 02:00;30;9057;9,057;81140;81,14;0;0;0;0
29/01/2019 03:00;30;8600;8,6;73200;73,2;0;0;0;0
29/01/2019 04:00;30;7829;7,829;60606;60,606;0;0;0;0
29/01/2019 05:00;30;7111;7,111;50554;50,554;0;0;0;0
29/01/2019 06:00;33;6446;6,446;40690;40,69;0;0;0;0
29/01/2019 07:00;35;5702;5,702;31318;31,318;0;0;0;0
29/01/2019 08:00;40;5100;5,1;25900;25,9;0,002;0,016;0,018;0,00324
29/01/2019 09:00;45;4782;4,782;23256;23,256;0,003;0,048;0,051;0,00918
29/01/2019 10:00;50;4306;4,306;19448;19,448;0,018;0,123;0,141;0,02538
29/01/2019 11:00;45;4035;4,035;17280;17,28;0,08;0,206;0,286;0,05148
29/01/2019 12:00;40;3467;3,467;13269;13,269;0,033;0,184;0,217;0,03906
29/01/2019 13:00;35;3178;3,178;11246;11,246;0,009;0,122;0,131;0,02358
29/01/2019 14:00;36;4063;4,063;17504;17,504;0,005;0,094;0,099;0,01782
29/01/2019 15:00;36;5150;5,15;26350;26,35;0,006;0,081;0,087;0,01566
29/01/2019 16:00;36;5850;5,85;32650;32,65;0,003;0,042;0,045;0,0081
29/01/2019 17:00;35;6296;6,296;38440;38,44;0;0,005;0,005;0,0009
29/01/2019 18:00;40;6268;6,268;38020;38,02;0;0;0;0
29/01/2019 19:00;47;6830;6,83;46450;46,45;0;0;0;0
29/01/2019 20:00;50;7819;7,819;60466;60,466;0;0;0;0
29/01/2019 21:00;47;9219;9,219;84380;84,38;0;0;0;0
29/01/2019 22:00;40;9724;9,724;94480;94,48;0;0;0;0
29/01/2019 23:00;35;9938;9,938;98760;98,76;0;0;0;0
30/01/2019 00:00;28;10237;10,237;100000;100;0;0;0;0
30/01/2019 01:00;30;10452;10,452;100000;100;0;0;0;0
30/01/2019 02:00;30;10441;10,441;100000;100;0;0;0;0
30/01/2019 03:00;30;10295;10,295;100000;100;0;0;0;0
30/01/2019 04:00;30;10351;10,351;100000;100;0;0;0;0
30/01/2019 05:00;30;10623;10,623;100000;100;0;0;0;0
30/01/2019 06:00;33;10016;10,016;100000;100;0;0;0;0
30/01/2019 07:00;35;9239;9,239;84780;84,78;0;0;0;0
30/01/2019 08:00;40;8714;8,714;75138;75,138;0,02;0,031;0,051;0,00918
30/01/2019 09:00;45;8192;8,192;66264;66,264;0,081;0,102;0,183;0,03294
30/01/2019 10:00;50;8158;8,158;65686;65,686;0,187;0,15;0,337;0,06066
30/01/2019 11:00;45;8282;8,282;67794;67,794;0,39;0,16;0,55;0,099
30/01/2019 12:00;40;8229;8,229;66893;66,893;0,373;0,179;0,552;0,09936
30/01/2019 13:00;35;7710;7,71;58940;58,94;0,251;0,194;0,445;0,0801
30/01/2019 14:00;36;6961;6,961;48415;48,415;0,183;0,177;0,36;0,0648
30/01/2019 15:00;36;6297;6,297;38455;38,455;0,178;0,136;0,314;0,05652
30/01/2019 16:00;36;5588;5,588;30292;30,292;0,08;0,082;0,162;0,02916
30/01/2019 17:00;35;5089;5,089;25801;25,801;0,01;0,014;0,024;0,00432
30/01/2019 18:00;40;4827;4,827;23616;23,616;0;0;0;0
30/01/2019 19:00;47;4807;4,807;23456;23,456;0;0;0;0
30/01/2019 20:00;50;4815;4,815;23520;23,52;0;0;0;0
30/01/2019 21:00;47;4823;4,823;23584;23,584;0;0;0;0
30/01/2019 22:00;40;4770;4,77;23160;23,16;0;0;0;0
30/01/2019 23:00;35;4967;4,967;24736;24,736;0;0;0;0
31/01/2019 00:00;28;5204;5,204;26836;26,836;0;0;0;0
31/01/2019 01:00;30;5208;5,208;26872;26,872;0;0;0;0
31/01/2019 02:00;30;4958;4,958;24664;24,664;0;0;0;0
31/01/2019 03:00;30;4586;4,586;21688;21,688;0;0;0;0
31/01/2019 04:00;30;4050;4,05;17400;17,4;0;0;0;0
31/01/2019 05:00;30;3439;3,439;13073;13,073;0;0;0;0
31/01/2019 06:00;33;3561;3,561;13927;13,927;0;0;0;0
31/01/2019 07:00;35;3646;3,646;14522;14,522;0;0;0;0
31/01/2019 08:00;40;3539;3,539;13773;13,773;0,094;0,036;0,13;0,0234
31/01/2019 09:00;45;3239;3,239;11673;11,673;0,302;0,08;0,382;0,06876
31/01/2019 10:00;50;2916;2,916;9580;9,58;0,486;0,102;0,588;0,10584
31/01/2019 11:00;45;2518;2,518;7590;7,59;0,282;0,172;0,454;0,08172
31/01/2019 12:00;40;2485;2,485;7425;7,425;0,269;0,197;0,466;0,08388
31/01/2019 13:00;35;2465;2,465;7325;7,325;0,184;0,2;0,384;0,06912
31/01/2019 14:00;36;2437;2,437;7185;7,185;0,159;0,177;0,336;0,06048
