"panels";"annual_balance_kWh";"required_usable_battery_kWh";"batteries";"nominal_battery_capacity_kWh";"usable_battery_capacity_kWh";"objective_equal_count"
"1848";"356709.582634";"1445.478124";"861";"2066.4";"1446.48";"2709"
"1849";"356991.282955";"1445.099459";"861";"2066.4";"1446.48";"2710"
"1850";"357272.983276";"1444.720793";"860";"2064";"1444.8";"2710"
"1851";"357554.683597";"1444.342128";"860";"2064";"1444.8";"2711"
"1852";"357836.383917";"1443.963462";"860";"2064";"1444.8";"2712"
"1853";"358118.084238";"1443.584797";"860";"2064";"1444.8";"2713"
"1854";"358399.784559";"1443.206131";"860";"2064";"1444.8";"2714"
"1855";"358681.484879";"1442.827466";"859";"2061.6";"1443.12";"2714"
"1856";"358963.1852";"1442.4488";"859";"2061.6";"1443.12";"2715"
"1857";"359244.885521";"1442.070134";"859";"2061.6";"1443.12";"2716"
"1858";"359526.585841";"1441.691469";"859";"2061.6";"1443.12";"2717"
"1859";"359808.286162";"1441.312803";"858";"2059.2";"1441.44";"2717"
"1860";"360089.986483";"1440.934138";"858";"2059.2";"1441.44";"2718"
"1861";"360371.686803";"1440.555472";"858";"2059.2";"1441.44";"2719"
"1862";"360653.387124";"1440.176807";"858";"2059.2";"1441.44";"2720"
"1863";"360935.087445";"1439.798141";"858";"2059.2";"1441.44";"2721"
"1864";"361216.787766";"1439.419476";"857";"2056.8";"1439.76";"2721"
"1865";"361498.488086";"1439.04081";"857";"2056.8";"1439.76";"2722"
"1866";"361780.188407";"1438.662145";"857";"2056.8";"1439.76";"2723"
"1867";"362061.888728";"1438.283479";"857";"2056.8";"1439.76";"2724"
"1868";"362343.589048";"1437.904814";"856";"2054.4";"1438.08";"2724"
"1869";"362625.289369";"1437.526148";"856";"2054.4";"1438.08";"2725"
"1870";"362906.98969";"1437.147483";"856";"2054.4";"1438.08";"2726"
"1871";"363188.69001";"1436.768817";"856";"2054.4";"1438.08";"2727"
"1872";"363470.390331";"1436.390152";"855";"2052";"1436.4";"2727"
"1873";"363752.090652";"1436.011486";"855";"2052";"1436.4";"2728"
"1874";"364033.790972";"1435.632821";"855";"2052";"1436.4";"2729"
"1875";"364315.491293";"1435.254155";"855";"2052";"1436.4";"2730"
"1876";"364597.191614";"1434.87549";"855";"2052";"1436.4";"2731"
"1877";"364878.891934";"1434.496824";"854";"2049.6";"1434.72";"2731"
"1878";"365160.592255";"1434.118159";"854";"2049.6";"1434.72";"2732"
"1879";"365442.292576";"1433.739493";"854";"2049.6";"1434.72";"2733"
"1880";"365723.992897";"1433.360828";"854";"2049.6";"1434.72";"2734"
"1881";"366005.693217";"1432.982162";"853";"2047.2";"1433.04";"2734"
"1882";"366287.393538";"1432.603497";"853";"2047.2";"1433.04";"2735"
"1883";"366569.093859";"1432.224831";"853";"2047.2";"1433.04";"2736"
"1884";"366850.794179";"1431.846166";"853";"2047.2";"1433.04";"2737"
"1885";"367132.4945";"1431.4675";"853";"2047.2";"1433.04";"2738"
"1886";"367414.194821";"1431.088834";"852";"2044.8";"1431.36";"2738"
"1887";"367695.895141";"1430.710169";"852";"2044.8";"1431.36";"2739"
"1888";"367977.595462";"1430.331503";"852";"2044.8";"1431.36";"2740"
"1889";"368259.295783";"1429.952838";"852";"2044.8";"1431.36";"2741"
"1890";"368540.996103";"1429.574172";"851";"2042.4";"1429.68";"2741"
"1891";"368822.696424";"1429.195507";"851";"2042.4";"1429.68";"2742"
"1892";"369104.396745";"1428.816841";"851";"2042.4";"1429.68";"2743"
"1893";"369386.097066";"1428.438176";"851";"2042.4";"1429.68";"2744"
"1894";"369667.797386";"1428.05951";"851";"2042.4";"1429.68";"2745"
"1895";"369949.497707";"1427.680845";"850";"2040";"1428";"2745"
"1896";"370231.198028";"1427.302179";"850";"2040";"1428";"2746"
"1897";"370512.898348";"1426.923514";"850";"2040";"1428";"2747"
"1898";"370794.598669";"1426.544848";"850";"2040";"1428";"2748"
"1899";"371076.29899";"1426.166183";"849";"2037.6";"1426.32";"2748"
"1900";"371357.99931";"1425.787517";"849";"2037.6";"1426.32";"2749"
"1901";"371639.699631";"1425.408852";"849";"2037.6";"1426.32";"2750"
"1902";"371921.399952";"1425.030186";"849";"2037.6";"1426.32";"2751"
"1903";"372203.100272";"1424.651521";"849";"2037.6";"1426.32";"2752"
"1904";"372484.800593";"1424.272855";"848";"2035.2";"1424.64";"2752"
"1905";"372766.500914";"1423.89419";"848";"2035.2";"1424.64";"2753"
"1906";"373048.201234";"1423.515524";"848";"2035.2";"1424.64";"2754"
"1907";"373329.901555";"1423.136859";"848";"2035.2";"1424.64";"2755"
"1908";"373611.601876";"1422.758193";"847";"2032.8";"1422.96";"2755"
"1909";"373893.302197";"1422.379528";"847";"2032.8";"1422.96";"2756"
"1910";"374175.002517";"1422.000862";"847";"2032.8";"1422.96";"2757"
"1911";"374456.702838";"1421.622197";"847";"2032.8";"1422.96";"2758"
"1912";"374738.403159";"1421.243531";"846";"2030.4";"1421.28";"2758"
"1913";"375020.103479";"1420.864866";"846";"2030.4";"1421.28";"2759"
"1914";"375301.8038";"1420.4862";"846";"2030.4";"1421.28";"2760"
"1915";"375583.504121";"1420.107534";"846";"2030.4";"1421.28";"2761"
"1916";"375865.204441";"1419.728869";"846";"2030.4";"1421.28";"2762"
"1917";"376146.904762";"1419.350203";"845";"2028";"1419.6";"2762"
"1918";"376428.605083";"1418.971538";"845";"2028";"1419.6";"2763"
"1919";"376710.305403";"1418.592872";"845";"2028";"1419.6";"2764"
"1920";"376992.005724";"1418.214207";"845";"2028";"1419.6";"2765"
"1921";"377273.706045";"1417.835541";"844";"2025.6";"1417.92";"2765"
"1922";"377555.406366";"1417.456876";"844";"2025.6";"1417.92";"2766"
"1923";"377837.106686";"1417.07821";"844";"2025.6";"1417.92";"2767"
"1924";"378118.807007";"1416.699545";"844";"2025.6";"1417.92";"2768"
"1925";"378400.507328";"1416.320879";"844";"2025.6";"1417.92";"2769"
"1926";"378682.207648";"1415.942214";"843";"2023.2";"1416.24";"2769"
"1927";"378963.907969";"1415.563548";"843";"2023.2";"1416.24";"2770"
"1928";"379245.60829";"1415.184883";"843";"2023.2";"1416.24";"2771"
"1929";"379527.30861";"1414.806217";"843";"2023.2";"1416.24";"2772"
"1930";"379809.008931";"1414.427552";"842";"2020.8";"1414.56";"2772"
"1931";"380090.709252";"1414.048886";"842";"2020.8";"1414.56";"2773"
"1932";"380372.409572";"1413.670221";"842";"2020.8";"1414.56";"2774"
"1933";"380654.109893";"1413.291555";"842";"2020.8";"1414.56";"2775"
"1934";"380935.810214";"1412.91289";"842";"2020.8";"1414.56";"2776"
"1935";"381217.510534";"1412.534224";"841";"2018.4";"1412.88";"2776"
"1936";"381499.210855";"1412.155559";"841";"2018.4";"1412.88";"2777"
"1937";"381780.911176";"1411.776893";"841";"2018.4";"1412.88";"2778"
"1938";"382062.611497";"1411.398228";"841";"2018.4";"1412.88";"2779"
"1939";"382344.311817";"1411.019562";"840";"2016";"1411.2";"2779"
"1940";"382626.012138";"1410.640897";"840";"2016";"1411.2";"2780"
"1941";"382907.712459";"1410.262231";"840";"2016";"1411.2";"2781"
"1942";"383189.412779";"1409.883566";"840";"2016";"1411.2";"2782"
"1943";"383471.1131";"1409.5049";"839";"2013.6";"1409.52";"2782"
"1944";"383752.813421";"1409.126234";"839";"2013.6";"1409.52";"2783"
"1945";"384034.513741";"1408.747569";"839";"2013.6";"1409.52";"2784"
"1946";"384316.214062";"1408.368903";"839";"2013.6";"1409.52";"2785"
"1947";"384597.914383";"1407.990238";"839";"2013.6";"1409.52";"2786"
"1948";"384879.614703";"1407.611572";"838";"2011.2";"1407.84";"2786"
"1949";"385161.315024";"1407.232907";"838";"2011.2";"1407.84";"2787"
"1950";"385443.015345";"1406.854241";"838";"2011.2";"1407.84";"2788"
"1951";"385724.715666";"1406.475576";"838";"2011.2";"1407.84";"2789"
"1952";"386006.415986";"1406.09691";"837";"2008.8";"1406.16";"2789"
"1953";"386288.116307";"1405.718245";"837";"2008.8";"1406.16";"2790"
"1954";"386569.816628";"1405.339579";"837";"2008.8";"1406.16";"2791"
"1955";"386851.516948";"1404.960914";"837";"2008.8";"1406.16";"2792"
"1956";"387133.217269";"1404.582248";"837";"2008.8";"1406.16";"2793"
"1957";"387414.91759";"1404.203583";"836";"2006.4";"1404.48";"2793"
"1958";"387696.61791";"1403.824917";"836";"2006.4";"1404.48";"2794"
"1959";"387978.318231";"1403.446252";"836";"2006.4";"1404.48";"2795"
"1960";"388260.018552";"1403.067586";"836";"2006.4";"1404.48";"2796"
"1961";"388541.718872";"1402.688921";"835";"2004";"1402.8";"2796"
"1962";"388823.419193";"1402.310255";"835";"2004";"1402.8";"2797"
"1963";"389105.119514";"1401.93159";"835";"2004";"1402.8";"2798"
"1964";"389386.819834";"1401.552924";"835";"2004";"1402.8";"2799"
"1965";"389668.520155";"1401.174259";"835";"2004";"1402.8";"2800"
"1966";"389950.220476";"1400.795593";"834";"2001.6";"1401.12";"2800"
"1967";"390231.920797";"1400.416928";"834";"2001.6";"1401.12";"2801"
"1968";"390513.621117";"1400.038262";"834";"2001.6";"1401.12";"2802"
"1969";"390795.321438";"1399.659597";"834";"2001.6";"1401.12";"2803"
"1970";"391077.021759";"1399.280931";"833";"1999.2";"1399.44";"2803"
"1971";"391358.722079";"1398.902266";"833";"1999.2";"1399.44";"2804"
"1972";"391640.4224";"1398.5236";"833";"1999.2";"1399.44";"2805"
"1973";"391922.122721";"1398.144934";"833";"1999.2";"1399.44";"2806"
"1974";"392203.823041";"1397.766269";"833";"1999.2";"1399.44";"2807"
"1975";"392485.523362";"1397.387603";"832";"1996.8";"1397.76";"2807"
"1976";"392767.223683";"1397.008938";"832";"1996.8";"1397.76";"2808"
"1977";"393048.924003";"1396.630272";"832";"1996.8";"1397.76";"2809"
"1978";"393330.624324";"1396.251607";"832";"1996.8";"1397.76";"2810"
"1979";"393612.324645";"1395.872941";"831";"1994.4";"1396.08";"2810"
"1980";"393894.024966";"1395.494276";"831";"1994.4";"1396.08";"2811"
"1981";"394175.725286";"1395.11561";"831";"1994.4";"1396.08";"2812"
"1982";"394457.425607";"1394.736945";"831";"1994.4";"1396.08";"2813"
"1983";"394739.125928";"1394.358279";"830";"1992";"1394.4";"2813"
"1984";"395020.826248";"1393.979614";"830";"1992";"1394.4";"2814"
"1985";"395302.526569";"1393.600948";"830";"1992";"1394.4";"2815"
"1986";"395584.22689";"1393.222283";"830";"1992";"1394.4";"2816"
"1987";"395865.92721";"1392.843617";"830";"1992";"1394.4";"2817"
"1988";"396147.627531";"1392.464952";"829";"1989.6";"1392.72";"2817"
"1989";"396429.327852";"1392.086286";"829";"1989.6";"1392.72";"2818"
"1990";"396711.028172";"1391.707621";"829";"1989.6";"1392.72";"2819"
"1991";"396992.728493";"1391.328955";"829";"1989.6";"1392.72";"2820"
"1992";"397274.428814";"1390.95029";"828";"1987.2";"1391.04";"2820"
"1993";"397556.129134";"1390.571624";"828";"1987.2";"1391.04";"2821"
"1994";"397837.829455";"1390.192959";"828";"1987.2";"1391.04";"2822"
"1995";"398119.529776";"1389.814293";"828";"1987.2";"1391.04";"2823"
"1996";"398401.230097";"1389.435628";"828";"1987.2";"1391.04";"2824"
"1997";"398682.930417";"1389.056962";"827";"1984.8";"1389.36";"2824"
"1998";"398964.630738";"1388.678297";"827";"1984.8";"1389.36";"2825"
"1999";"399246.331059";"1388.299631";"827";"1984.8";"1389.36";"2826"
"2000";"399528.031379";"1387.920966";"827";"1984.8";"1389.36";"2827"
